year,round,pick,team,player,overall_rank,pos,dob,bt,school_committed,school,conference,slot_value,expected_signing,signing_bonus,pool_impact,pool_round,diff_from_slot,hs,classification,juco,signed,player_age,rank_minus_pick,code_round,code_age,code_dist
2025,16,471,Washington Nationals,Levi Huesman,1748,P,2003-08-10,R/L,,Vanderbilt,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.93972602739726,1277,F,K,R
2025,16,472,Toronto Blue Jays,Jaxson West,1498,C,2003-08-08,L/R,,Florida State,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.945205479452056,1026,F,K,R
2025,16,473,Pittsburgh Pirates,Eddie King Jr.,580,OF,2003-01-07,R/R,,Louisville,Atlantic Coast Conference,0,0,125000,0,No,,False,4YR SR,No,Yes,22.528767123287672,107,F,L,R
2025,16,474,Cincinnati Reds,Maison Martinez,1805,P,2003-11-01,R/R,,Florida State,Atlantic Coast Conference,0,0,147500,0,No,,False,4YR JR,No,Yes,21.71232876712329,1331,F,K,R
2025,16,475,Texas Rangers,Jaxon Grossman,1492,P,2004-03-25,R/R,,Salt Lake CC (UT),,0,0,Unsigned,,No,,False,JC J2,Yes,No,21.315068493150687,1017,F,K,R
2025,16,476,San Francisco Giants,Garrett Langrell,2366,P,2001-05-05,R/R,,Creighton,Big East,0,0,50000,0,No,,False,4YR GR,No,Yes,24.205479452054796,1890,F,M,R
2025,16,477,Tampa Bay Rays,Riley Stanford,2051,OF,2003-06-14,R/R,,Georgia Tech,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,22.095890410958905,1574,F,L,R
2025,16,478,Boston Red Sox,Jason Gilman,2367,P,2003-04-26,L/L,,Kean,New Jersey Athletic Conference,0,0,150000,0,No,,False,4YR GR,No,Yes,22.23013698630137,1889,F,L,R
2025,16,479,Minnesota Twins,Jonathan Stevens,2368,P,2004-06-24,R/R,,Alabama,Southeastern Conference,0,0,172400,22400,No,0.3261538461538461,False,4YR SO,No,Yes,21.065753424657533,1889,F,K,R
2025,16,480,St. Louis Cardinals,Alex Breckheimer,549,P,2003-09-12,R/R,,Kansas,Big 12,0,0,200000,50000,No,0.5384615384615384,False,4YR JR,No,Yes,21.84931506849315,69,F,K,R
2025,16,481,Chicago Cubs,Riely Hunsaker,2369,P,2003-03-24,R/R,,Lamar,Southland,0,0,45000,0,No,,False,4YR SR,No,Yes,22.32054794520548,1888,F,L,R
2025,16,482,Seattle Mariners,Casey Hintz,565,P,2003-11-04,R/R,,Arizona,Big 12,0,0,150000,0,No,,False,4YR JR,No,Yes,21.704109589041096,83,F,K,R
2025,16,483,Arizona Diamondbacks,Collin Rothermel,1008,P,2002-08-28,R/R,,Jacksonville University,Atlantic Sun Conference,0,0,100000,0,No,,False,4YR SR,No,Yes,22.89041095890411,525,F,L,R
2025,16,484,Baltimore Orioles,Denton Biller,1109,P,2004-12-08,R/R,,Johnson County CC (KS),,0,0,151000,1000,No,0.16153846153846155,False,JC J1,Yes,Yes,20.60821917808219,625,F,J,R
2025,16,485,Milwaukee Brewers,Parker Coil,434,P,2004-01-06,R/L,,Arkansas,Southeastern Conference,0,0,Unsigned,,No,,False,4YR JR,No,No,21.53150684931507,-51,F,K,O
2025,16,486,Houston Astros,Chase Call,950,OF,2002-05-18,R/R,,University of California - Irvine,Big West,0,0,20000,0,No,,False,4YR SR,No,Yes,23.16986301369863,464,F,M,R
2025,16,487,Atlanta Braves,Nico Wagner,1956,P,2005-08-26,R/R,,West Valley College (CA),,0,0,150000,0,No,,False,JC J2,Yes,Yes,19.893150684931506,1469,F,I,R
2025,16,488,Kansas City Royals,Randy Ramnarace,2016,P,2004-09-27,L/R,,University of New Haven,Northeast 10,0,0,150000,0,No,,False,4YR JR,No,Yes,20.805479452054794,1528,F,J,R
2025,16,489,Detroit Tigers,Joe Ruzicka,1540,P,2003-12-14,R/R,,Belmont University,Missouri Valley Conference,0,0,150000,0,No,,False,4YR SR,No,Yes,21.594520547945205,1051,F,K,R
2025,16,490,San Diego Padres,Cardell Thibodeaux,624,OF,2003-12-18,L/L,,Southern,Southwestern Athletic Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.583561643835615,134,F,K,R
2025,16,491,Philadelphia Phillies,Logan Dawson,360,SS,2006-06-15,L/R,,Eastern HS (NJ),,0,0,242500,92500,No,0.8653846153846154,True,HS SR,No,Yes,19.09041095890411,-131,F,I,O
2025,16,492,Cleveland Guardians,Luke Fernandez,168,P,2004-03-12,R/R,,Wallace State CC (AL),,0,0,100000,0,No,,False,JC J3,Yes,Yes,21.350684931506848,-324,F,K,O
2025,16,493,New York Mets,Zack Mack,2331,P,2002-10-18,R/R,,Loyola Marymount University,West Coast Conference,0,0,150000,0,No,,False,4YR SR,No,Yes,22.75068493150685,1838,F,L,R
2025,16,494,New York Yankees,Jackson Lovich,596,SS,2003-11-18,R/R,,Missouri,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.665753424657535,102,F,K,R
2025,16,495,Los Angeles Dodgers,AJ Soldra,697,OF,2004-04-02,L/L,,Seton Hall,Big East,0,0,147500,0,No,,False,4YR SO,No,Yes,21.293150684931508,202,F,K,R
2025,17,496,Chicago White Sox,Derek Cerda,1111,OF,2003-02-10,R/R,,Kansas,Big 12,0,0,150000,0,No,,False,4YR JR,No,Yes,22.435616438356163,615,F,L,R
2025,17,497,Colorado Rockies,Derrick Smith,488,P,2003-12-01,R/R,,NC State,Atlantic Coast Conference,0,0,100000,0,No,,False,4YR JR,No,Yes,21.63013698630137,-9,F,K,P
2025,17,498,Miami Marlins,Xavier Cardenas III,2319,P,2003-06-12,R/R,,San Diego State,Mountain West,0,0,100000,0,No,,False,4YR JR,No,Yes,22.101369863013698,1821,F,L,R
2025,17,499,Los Angeles Angels,Cole Raymond,421,P,2006-09-22,L/R,,Avon Old Farms School (CT),,0,0,150000,0,No,,True,HS SR,No,Yes,18.81917808219178,-78,F,H,O
2025,17,500,Oakland Athletics,Jared Davis,1474,SS,2004-03-26,R/R,,Virginia Tech,Atlantic Coast Conference,0,0,100000,0,No,,False,4YR JR,No,Yes,21.312328767123287,974,F,K,R
2025,17,501,Washington Nationals,Bryce Molinaro,605,3B,2003-11-26,R/R,,Penn State,Big Ten,0,0,Unsigned,,No,,False,4YR JR,No,No,21.643835616438356,104,F,K,R
2025,17,502,Toronto Blue Jays,Jordan Rich,1587,OF,2007-06-18,L/L,,American Heritage School (FL),,0,0,150000,0,No,,True,HS SR,No,Yes,18.08219178082192,1085,F,H,R
2025,17,503,Pittsburgh Pirates,Carter Gwost,2370,OF,2007-02-16,L/L,,Little Falls HS (MN),,0,0,497500,347500,No,2.826923076923077,True,HS SR,No,Yes,18.416438356164385,1867,F,H,R
2025,17,504,Cincinnati Reds,Dylan King,1171,P,2002-06-24,R/R,,Troy University,Sun Belt,0,0,150000,0,No,,False,4YR SR,No,Yes,23.068493150684933,667,F,M,R
2025,17,505,Texas Rangers,Noah Franklin,284,C,2006-09-12,R/R,,TNXL Academy (FL),,0,0,275000,125000,No,1.1153846153846154,True,HS SR,No,Yes,18.846575342465755,-221,F,H,O
2025,17,506,San Francisco Giants,Luke Mensik,1791,P,2007-07-30,R/R,,Lincoln-Way Central HS (IL),,0,0,482500,332500,No,2.7115384615384617,True,HS SR,No,Yes,17.96712328767123,1285,F,G,R
2025,17,507,Tampa Bay Rays,Brody Donay,477,C,2003-09-29,R/R,,Florida,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.802739726027397,-30,F,K,P
2025,17,508,Boston Red Sox,Patrick Galle,1988,P,2004-04-05,R/R,,Ole Miss,Southeastern Conference,0,0,150000,0,No,,False,4YR SO,No,Yes,21.284931506849315,1480,F,K,R
2025,17,509,Minnesota Twins,JP Smith,1624,3B,2004-10-31,R/R,,Sacramento State,Western Athletic Conference,0,0,75000,0,No,,False,4YR JR,No,Yes,20.71232876712329,1115,F,J,R
2025,17,510,St. Louis Cardinals,Cameron Nickens,636,OF,2003-07-11,R/R,,Austin Peay,Atlantic Sun Conference,0,0,50000,0,No,,False,4YR SR,No,Yes,22.02191780821918,126,F,L,R
2025,17,511,Chicago Cubs,Logan Poteet,1760,C,2003-11-12,R/R,,UNC Charlotte,American Athletic Conference,0,0,180000,30000,No,0.38461538461538464,False,4YR JR,No,Yes,21.682191780821917,1249,F,K,R
2025,17,512,Seattle Mariners,Anthony Karoly,2371,P,2004-03-17,R/R,,Nova Southeastern,Sunshine State,0,0,50000,0,No,,False,4YR JR,No,Yes,21.336986301369862,1859,F,K,R
2025,17,513,Arizona Diamondbacks,Joel Sarver,2372,P,2001-12-04,R/R,,UNC Charlotte,American Athletic Conference,0,0,75000,0,No,,False,4YR 5S,No,Yes,23.621917808219177,1859,F,M,R
2025,17,514,Baltimore Orioles,Braeden Sloan,339,P,2003-07-10,L/L,,TCU,Big 12,0,0,150000,0,No,,False,4YR JR,No,Yes,22.024657534246575,-175,F,L,O
2025,17,515,Milwaukee Brewers,Luke Roupe,533,P,2006-08-18,R/R,,Grace Christian School (NC),,0,0,225000,75000,No,0.7307692307692307,True,HS SR,No,Yes,18.915068493150685,18,F,H,Q
2025,17,516,Houston Astros,Grayson Saunier,1299,P,2004-04-24,L/R,,Texas,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.232876712328768,783,F,K,R
2025,17,517,Atlanta Braves,Brody Fowler,2373,P,2003-10-09,R/R,,North Greenville University,Conference Carolinas,0,0,150000,0,No,,False,4YR JR,No,Yes,21.775342465753425,1856,F,K,R
2025,17,518,Kansas City Royals,Luke Nowak,1793,OF,2002-12-25,L/L,,UIC,Missouri Valley Conference,0,0,100000,0,No,,False,4YR SR,No,Yes,22.564383561643837,1275,F,L,R
2025,17,519,Detroit Tigers,Joey Wimpelberg,1548,P,2005-03-24,R/R,,Central Florida (FL),,0,0,197500,47500,No,0.5192307692307693,False,JC J2,Yes,Yes,20.317808219178083,1029,F,J,R
2025,17,520,San Diego Padres,Tyler Schmitt,2268,P,2004-08-10,R/R,,Illinois,Big Ten,0,0,150000,0,No,,False,4YR JR,No,Yes,20.936986301369863,1748,F,J,R
2025,17,521,Philadelphia Phillies,Richie Cortese,2041,P,2003-04-22,L/R,,Lander University,Peach Belt,0,0,150000,0,No,,False,4YR SR,No,Yes,22.24109589041096,1520,F,L,R
2025,17,522,Cleveland Guardians,Cannon Peebles,612,C,2004-01-16,S/R,,Tennessee,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.504109589041096,90,F,K,R
2025,17,523,New York Mets,Sam Robertson,2374,SS,2004-07-17,R/R,,Northwest Shoals CC (AL),,0,0,150000,0,No,,False,JC J2,Yes,Yes,21.002739726027396,1851,F,K,R
2025,17,524,New York Yankees,Ryan Osinski,2087,P,2003-08-11,R/R,,Virginia,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.936986301369863,1563,F,K,R
2025,17,525,Los Angeles Dodgers,Sam Horn,128,P,2003-08-21,R/R,,Missouri,Southeastern Conference,0,0,497500,347500,No,2.826923076923077,False,4YR JR,No,Yes,21.90958904109589,-397,F,K,O
2025,18,526,Chicago White Sox,Landen Payne,1732,P,2003-05-17,R/R,,Southern Mississippi,Sun Belt,0,0,150000,0,No,,False,4YR SR,No,Yes,22.172602739726027,1206,F,L,R
2025,18,527,Colorado Rockies,Tyrelle Chadwick,2274,P,2003-06-22,R/R,,Illinois State,Missouri Valley Conference,0,0,125000,0,No,,False,4YR JR,No,Yes,22.073972602739726,1747,F,L,R
2025,18,528,Miami Marlins,Hayden Cutherbertson,2375,P,2004-01-19,L/L,,Miami (OH),Mid-American Conference,0,0,100000,0,No,,False,4YR JR,No,Yes,21.495890410958904,1847,F,K,R
2025,18,529,Los Angeles Angels,Angelo Smith,646,P,2004-04-23,R/R,,UCF,Big 12,0,0,150000,0,No,,False,4YR JR,No,Yes,21.235616438356164,117,F,K,R
2025,18,530,Oakland Athletics,Jay Dill,1499,P,2002-11-19,R/R,,Troy University,Sun Belt,0,0,100000,0,No,,False,4YR SR,No,Yes,22.663013698630138,969,F,L,R
2025,18,531,Washington Nationals,Owen Puk,1977,P,2002-10-27,R/R,,Florida International,Conference USA,0,0,150000,0,No,,False,4YR SR,No,Yes,22.726027397260275,1446,F,L,R
2025,18,532,Toronto Blue Jays,Will Cresswell,2299,C,2003-08-18,R/R,,Washington State,Mountain West,0,0,100000,0,No,,False,4YR SR,No,Yes,21.91780821917808,1767,F,K,R
2025,18,533,Pittsburgh Pirates,Canon Reeder,903,OF,2003-04-23,R/R,,Oregon State,DI Independent,0,0,150000,0,No,,False,4YR JR,No,Yes,22.23835616438356,370,F,L,R
2025,18,534,Cincinnati Reds,Ethan Moore,158,SS,2006-10-11,S/R,Tennessee,Oak Park and River Forest HS (IL),,0,0,Unsigned,,No,,True,HS SR,No,No,18.767123287671232,-376,F,H,O
2025,18,535,Texas Rangers,Julius Sanchez,1634,P,2003-10-19,R/R,,Illinois,Big Ten,0,0,150000,0,No,,False,4YR JR,No,Yes,21.747945205479454,1099,F,K,R
2025,18,536,San Francisco Giants,Cooper McGrath,1036,P,2001-05-25,R/R,,Northeastern,Colonial Athletic Association,0,0,10000,0,No,,False,4YR GR,No,Yes,24.15068493150685,500,F,M,R
2025,18,537,Tampa Bay Rays,Brayden Jones,820,P,2004-07-02,R/R,,Ole Miss,Southeastern Conference,0,0,75000,0,No,,False,4YR GR,No,Yes,21.043835616438358,283,F,K,R
2025,18,538,Boston Red Sox,Cade Fisher,635,P,2003-09-04,L/L,,Auburn,Southeastern Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.87123287671233,97,F,K,R
2025,18,539,Minnesota Twins,Matthew Dalquist,2376,P,2003-02-25,S/R,,UC San Diego,Big West,0,0,150000,0,No,,False,4YR SR,No,Yes,22.394520547945206,1837,F,L,R
2025,18,540,St. Louis Cardinals,Dylan Driessen,1163,P,2004-09-17,R/R,,South Dakota State,Summit League,0,0,125000,0,No,,False,4YR JR,No,Yes,20.832876712328765,623,F,J,R
2025,18,541,Chicago Cubs,Connor Knox,1021,P,2004-06-29,L/R,,George Mason,Atlantic 10,0,0,140000,0,No,,False,4YR JR,No,Yes,21.052054794520547,480,F,K,R
2025,18,542,Seattle Mariners,Griffin Stieg,328,P,2004-01-08,R/R,,Virginia Tech,Atlantic Coast Conference,0,0,Unsigned,,No,,False,4YR JR,No,No,21.526027397260275,-214,F,K,O
2025,18,543,Arizona Diamondbacks,Raul Garayzar,2019,P,2003-05-09,R/R,,Arizona,Big 12,0,0,100000,0,No,,False,4YR SR,No,Yes,22.194520547945206,1476,F,L,R
2025,18,544,Baltimore Orioles,Cole Johnson,475,OF,2006-12-21,L/L,,Oconee County HS (GA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.572602739726026,-69,F,H,O
2025,18,545,Milwaukee Brewers,Rylan Mills,2377,C,2006-06-28,R/R,,Oran HS (MO),,0,0,247500,97500,No,0.9038461538461539,True,HS SR,No,Yes,19.054794520547944,1832,F,I,R
2025,18,546,Houston Astros,Landon Arroyos,2378,SS,2007-04-24,R/R,,Grayson HS (GA),,0,0,252500,102500,No,0.9423076923076923,True,HS SR,No,Yes,18.232876712328768,1832,F,H,R
2025,18,547,Atlanta Braves,Aiven Cabral,461,P,2003-10-08,R/R,,Northeastern,Colonial Athletic Association,0,0,100000,0,No,,False,4YR JR,No,Yes,21.778082191780822,-86,F,K,O
2025,18,548,Kansas City Royals,Grayson Boles,375,P,2006-09-18,R/R,,St. Augustine HS (CA),,0,0,500000,350000,No,2.8461538461538463,True,HS SR,No,Yes,18.83013698630137,-173,F,H,O
2025,18,549,Detroit Tigers,Ethan Rogers,322,P,2007-03-19,L/L,,Lone Jack HS (MO),,0,0,Unsigned,,No,,True,HS SR,No,No,18.33150684931507,-227,F,H,O
2025,18,550,San Diego Padres,Landry Jurecka,2379,P,2003-01-21,R/R,,Queens (NC),Atlantic Sun Conference,0,0,75000,0,No,,False,4YR SR,No,Yes,22.49041095890411,1829,F,L,R
2025,18,551,Philadelphia Phillies,Matthew Potok,1860,P,2003-06-02,R/R,,Coastal Carolina,Sun Belt,0,0,150000,0,No,,False,4YR SR,No,Yes,22.12876712328767,1309,F,L,R
2025,18,552,Cleveland Guardians,Zane Petty,2335,P,2003-12-19,R/R,,Texas Tech,Big 12,0,0,100000,0,No,,False,4YR JR,No,Yes,21.58082191780822,1783,F,K,R
2025,18,553,New York Mets,Dillon Stiltner,561,P,2006-12-22,R/R,,Trinity Christian School (GA),,0,0,222690,72690,No,0.713,True,HS SR,No,Yes,18.56986301369863,8,F,H,Q
2025,18,554,New York Yankees,Justin West,1650,P,2003-09-19,R/L,,Louisville,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.83013698630137,1096,F,K,R
2025,18,555,Los Angeles Dodgers,Finn Edwards,1248,P,2005-08-30,R/R,,Iowa Western CC (IA),,0,0,Unsigned,,No,,False,JC J1,Yes,No,19.882191780821916,693,F,I,R
2025,19,556,Chicago White Sox,Nicholas Weyrich,1939,P,2003-03-11,R/R,,Marshall,Sun Belt,0,0,10000,0,No,,False,4YR SR,No,Yes,22.356164383561644,1383,F,L,R
2025,19,557,Colorado Rockies,Easton Marks,1187,P,2003-11-15,R/R,,Florida International,Conference USA,0,0,150000,0,No,,False,4YR JR,No,Yes,21.673972602739727,630,F,K,R
2025,19,558,Miami Marlins,Peyton Fosher,2000,P,2003-04-30,R/R,,Nevada,Mountain West,0,0,100000,0,No,,False,4YR SR,No,Yes,22.21917808219178,1442,F,L,R
2025,19,559,Los Angeles Angels,Ivan Tatis,2380,SS,2006-04-23,R/R,,Georgia Premier Academy (GA),,0,0,100000,0,No,,True,HS SR,No,Yes,19.235616438356164,1821,F,I,R
2025,19,560,Oakland Athletics,Itsuki Takemoto,1355,P,2004-04-09,L/R,,Hawaii,Big West,0,0,125000,0,No,,False,4YR SO,No,Yes,21.273972602739725,795,F,K,R
2025,19,561,Washington Nationals,Mason Pike,78,SS,2006-08-28,S/R,,Puyallup HS (WA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.887671232876713,-483,F,H,O
2025,19,562,Toronto Blue Jays,Luke Kovach,1788,P,2003-03-24,L/L,,Cal Poly,Big West,0,0,150000,0,No,,False,4YR SR,No,Yes,22.32054794520548,1226,F,L,R
2025,19,563,Pittsburgh Pirates,Brandon Cain,651,OF,2004-08-30,R/R,,Oklahoma,Southeastern Conference,0,0,100000,0,No,,False,4YR JR,No,Yes,20.882191780821916,88,F,J,R
2025,19,564,Cincinnati Reds,Myles Upchurch,166,P,2006-11-28,R/R,,St. Albans HS (DC),,0,0,Unsigned,,No,,True,HS SR,No,No,18.635616438356163,-398,F,H,O
2025,19,565,Texas Rangers,Cory Geinzer,2381,P,2006-07-02,R/R,,Col Of Central Florida (FL),,0,0,225000,75000,No,0.7307692307692307,False,JC J1,Yes,Yes,19.043835616438358,1816,F,I,R
2025,19,566,San Francisco Giants,Braydon Risley,2393,P,2005-03-30,L/L,,Grayson College (TX),,0,0,100000,0,No,,False,JC J2,Yes,Yes,20.301369863013697,1827,F,J,R
2025,19,567,Tampa Bay Rays,Blake Morgan,785,P,2003-06-21,L/L,,Old Dominion,Sun Belt,0,0,50000,0,No,,False,4YR SR,No,Yes,22.076712328767123,218,F,L,R
2025,19,568,Boston Red Sox,Fabian Bonilla,1244,OF,2007-07-09,R/R,,Christian Military Academy (PR),,0,0,150000,0,No,,True,HS SR,No,Yes,18.024657534246575,676,F,H,R
2025,19,569,Minnesota Twins,Matthew Becker,1853,P,2003-01-14,R/L,,South Carolina,Southeastern Conference,0,0,25000,0,No,,False,4YR SR,No,Yes,22.50958904109589,1284,F,L,R
2025,19,570,St. Louis Cardinals,Liam Best,1749,P,2003-08-06,R/R,,Appalachian State,Sun Belt,0,0,100000,0,No,,False,4YR SR,No,Yes,21.95068493150685,1179,F,K,R
2025,19,571,Chicago Cubs,Caleb Barnett,333,3B,2006-09-19,R/R,,Mountain Brook HS (AL),,0,0,Unsigned,,No,,True,HS SR,No,No,18.827397260273973,-238,F,H,O
2025,19,572,Seattle Mariners,Cameron Appenzeller,58,P,2007-01-18,L/L,,Glenwood HS (IL),,0,0,Unsigned,,No,,True,HS SR,No,No,18.495890410958904,-514,F,H,O
2025,19,573,Arizona Diamondbacks,Jacob Parker,102,OF,2006-08-08,L/R,,Purvis HS (MS),,0,0,Unsigned,,No,,True,HS SR,No,No,18.942465753424656,-471,F,H,O
2025,19,574,Baltimore Orioles,Jimmy Anderson,2382,SS,2005-09-07,R/R,,Heartland CC (IL),,0,0,Unsigned,,No,,False,JC J1,Yes,No,19.86027397260274,1808,F,I,R
2025,19,575,Milwaukee Brewers,Chase Bentley,949,P,2007-05-10,R/R,,IMG Academy (FL),,0,0,757500,607500,No,4.826923076923077,True,HS SR,No,Yes,18.18904109589041,374,F,H,R
2025,19,576,Houston Astros,Joey McLaughlin,1544,OF,2007-07-12,L/L,,Harrah HS (OK),,0,0,Unsigned,,No,,True,HS SR,No,No,18.016438356164382,968,F,H,R
2025,19,577,Atlanta Braves,Ryan Heppner,2383,P,2004-11-25,R/R,,U British Columbia (BC),NAIA,0,0,100000,0,No,,False,4YR JR,No,Yes,20.643835616438356,1806,F,J,R
2025,19,578,Kansas City Royals,Dylan Wood,523,P,2006-12-28,R/R,,Franklin HS (CA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.553424657534247,-55,F,H,O
2025,19,579,Detroit Tigers,Meridian Leffew,2384,SS,2007-02-19,R/R,,Gaston Christian School (NC),,0,0,164500,14500,No,0.2653846153846154,True,HS SR,No,Yes,18.40821917808219,1805,F,H,R
2025,19,580,San Diego Padres,Jonathan Vastine,1570,SS,2002-10-17,L/R,,Vanderbilt,Southeastern Conference,0,0,50000,0,No,,False,4YR SR,No,Yes,22.753424657534246,990,F,L,R
2025,19,581,Philadelphia Phillies,Robert Phelps,2062,SS,2004-01-30,R/R,,Reinhardt University,NAIA,0,0,75000,0,No,,False,4YR JR,No,Yes,21.465753424657535,1481,F,K,R
2025,19,582,Cleveland Guardians,Derek Munoz,2385,P,2007-09-21,R/R,,Miami Christain School (FL),,0,0,Unsigned,,No,,True,HS SR,No,No,17.82191780821918,1803,F,G,R
2025,19,583,New York Mets,Joe Scarborough,1541,P,2004-04-18,L/R,,Jacksonville State,Conference USA,0,0,150000,0,No,,False,4YR JR,No,Yes,21.24931506849315,958,F,K,R
2025,19,584,New York Yankees,Hayden Morris,1314,P,2005-01-24,R/R,,Blinn College (TX),,0,0,Unsigned,,No,,False,JC J1,Yes,No,20.47945205479452,730,F,J,R
2025,19,585,Los Angeles Dodgers,Anson Aroz,608,C,2002-10-31,S/R,,Oregon,Big Ten,0,0,147500,0,No,,False,4YR SR,No,Yes,22.715068493150685,23,F,L,Q
2025,20,586,Chicago White Sox,Andrew Sentlinger,738,P,2003-10-13,L/L,,Virginia Tech,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.764383561643836,152,F,K,R
2025,20,587,Colorado Rockies,Ethan Cole,2386,P,2003-11-26,L/L,,Augustana (SD),Northern Sun Intercollegiate Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.643835616438356,1799,F,K,R
2025,20,588,Miami Marlins,Cannon Pickell,902,P,2002-10-03,R/R,,Western Carolina,SoCon,0,0,5000,0,No,,False,4YR 5S,No,Yes,22.791780821917808,314,F,L,R
2025,20,589,Los Angeles Angels,Sam Tookoian,2118,P,2003-05-25,L/R,,Ole Miss,Southeastern Conference,0,0,50000,0,No,,False,4YR JR,No,Yes,22.15068493150685,1529,F,L,R
2025,20,590,Oakland Athletics,Kade Brown,589,P,2004-04-28,R/R,,Sacramento State,Western Athletic Conference,0,0,125000,0,No,,False,4YR JR,No,Yes,21.221917808219178,-1,F,K,P
2025,20,591,Washington Nationals,Juan Cruz,465,1B,2004-09-09,R/R,,Alabama State University,Southwestern Athletic Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,20.854794520547944,-126,F,J,O
2025,20,592,Toronto Blue Jays,Ty Peeples,241,OF,2006-10-17,L/R,,Franklin County HS (GA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.75068493150685,-351,F,H,O
2025,20,593,Pittsburgh Pirates,Nick Frusco,407,P,2007-05-09,L/L,,Miller Place HS (NY),,0,0,Unsigned,,No,,True,HS SR,No,No,18.19178082191781,-186,F,H,O
2025,20,594,Cincinnati Reds,Leamsi Montanez,1745,C,2006-12-28,L/R,,Leadership Christian Academy (PR),,0,0,Unsigned,,No,,True,HS SR,No,No,18.553424657534247,1151,F,H,R
2025,20,595,Texas Rangers,Jay McQueen,464,OF,2006-10-12,R/L,,Brandon HS (MS),,0,0,280000,130000,No,1.1538461538461537,True,HS SR,No,Yes,18.764383561643836,-131,F,H,O
2025,20,596,San Francisco Giants,Elijah McNeal,1207,SS,2007-02-23,R/R,,Dublin HS (CA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.397260273972602,611,F,H,R
2025,20,597,Tampa Bay Rays,Ike Young,1344,SS,2007-07-23,R/R,,Monticello HS (IL),,0,0,Unsigned,,No,,True,HS SR,No,No,17.986301369863014,747,F,G,R
2025,20,598,Boston Red Sox,Garrison Sumner,2387,P,2004-01-27,R/R,,BYU,Big 12,0,0,Unsigned,,No,,False,4YR JR,No,No,21.473972602739725,1789,F,K,R
2025,20,599,Minnesota Twins,Michael Hilker,2388,P,2004-08-24,R/R,,Arizona,Big 12,0,0,125000,0,No,,False,4YR JR,No,Yes,20.898630136986302,1789,F,J,R
2025,20,600,St. Louis Cardinals,Chase Heath,2389,C,2003-07-14,R/R,,Central Mo.,Mid-America Intercollegiate,0,0,5000,0,No,,False,4YR SR,No,Yes,22.013698630136986,1789,F,L,R
2025,20,601,Chicago Cubs,Freddy Rodriguez,2390,P,2004-04-13,R/R,,Hawaii,Big West,0,0,50000,0,No,,False,4YR JR,No,Yes,21.263013698630136,1789,F,K,R
2025,20,602,Seattle Mariners,Estevan Moreno,1218,SS,2003-10-18,R/R,,Notre Dame,Atlantic Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.75068493150685,616,F,K,R
2025,20,603,Arizona Diamondbacks,Ethin Bingaman,154,P,2006-09-30,R/R,,Corona Senior HS (CA),,0,0,Unsigned,,No,,True,HS SR,No,No,18.797260273972604,-449,F,H,O
2025,20,604,Baltimore Orioles,Connor Gehr,2391,P,2006-02-01,L/R,,Meridian CC (MS),,0,0,230500,80500,No,0.7730769230769231,False,JC J1,Yes,Yes,19.457534246575342,1787,F,I,R
2025,20,605,Milwaukee Brewers,Ma'Kale Holden,405,P,2007-02-19,R/R,,Thompson HS (AL),,0,0,410000,260000,No,2.1538461538461537,True,HS SR,No,Yes,18.40821917808219,-200,F,H,O
2025,20,606,Houston Astros,Curtis Hebert,1052,SS,2003-08-22,R/R,,University of Portland,West Coast Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.90684931506849,446,F,K,R
2025,20,607,Atlanta Braves,Hayden Friese,1310,OF,2004-08-16,L/R,,Western Carolina,SoCon,0,0,100000,0,No,,False,4YR JR,No,Yes,20.92054794520548,703,F,J,R
2025,20,608,Kansas City Royals,Kamden Edge,1669,P,2004-09-23,R/R,,Northern Oklahoma JC (OK),,0,0,150000,0,No,,False,JC J1,Yes,Yes,20.816438356164383,1061,F,J,R
2025,20,609,Detroit Tigers,Kameron Douglas,2392,OF,2004-07-03,R/R,,Alabama St.,Southwestern Athletic Conference,0,0,150000,0,No,,False,4YR JR,No,Yes,21.041095890410958,1783,F,K,R
